case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
EZYV02293,Europe,Master's,Y,N,26823,1964,Island,94795.1546,Year,Y,Certified
EZYV02294,Asia,Master's,Y,N,57835,1977,Northeast,20351.3549,Year,Y,Certified
EZYV02295,Asia,Master's,N,N,9524,1980,Northeast,16891.3644,Year,Y,Certified
EZYV02296,Asia,Master's,Y,N,9086,2010,Midwest,63000.1283,Year,Y,Certified
EZYV02297,North America,Doctorate,N,N,42012,1981,South,75036.2442,Year,N,Certified
EZYV02298,Asia,Bachelor's,Y,N,30635,2013,South,231896.5672,Year,Y,Denied
EZYV02299,Asia,Bachelor's,Y,N,27304,2019,Northeast,249984.5259,Year,Y,Certified
EZYV02300,North America,High School,Y,N,14910,1999,Northeast,36089.7271,Hour,Y,Denied
EZYV02301,Africa,Master's,N,N,10288,1980,Northeast,235703.5063,Year,Y,Certified
EZYV02302,North America,Master's,Y,N,44252,1995,South,176693.6949,Hour,Y,Certified
EZYV02303,Asia,Master's,Y,N,21475,2000,South,124752.3205,Year,Y,Certified
EZYV02304,Asia,Bachelor's,Y,N,46606,1966,South,238680.7225,Year,Y,Certified
EZYV02305,Asia,High School,N,N,26608,2009,Midwest,178480.5569,Year,Y,Denied
EZYV02306,Asia,Master's,Y,N,23842,1986,Midwest,148494.8996,Year,Y,Certified
EZYV02307,Asia,Doctorate,N,N,13818,2010,South,52539.7857,Year,Y,Certified
EZYV02308,Asia,Bachelor's,N,N,39512,1996,Midwest,61262.0992,Year,Y,Denied
EZYV02309,Europe,Bachelor's,Y,Y,17089,2011,Midwest,227893.1337,Hour,Y,Denied
EZYV02310,South America,Bachelor's,N,N,54545,1964,Midwest,53916.6875,Year,Y,Certified
EZYV02311,Oceania,Bachelor's,N,N,24508,1962,West,8270.0424,Year,Y,Denied
EZYV02312,Asia,Bachelor's,Y,N,48891,1966,Northeast,66703.5291,Year,Y,Denied
EZYV02313,Asia,Bachelor's,Y,N,28205,2012,Northeast,120242.8188,Year,Y,Certified
EZYV02314,Asia,Master's,Y,N,24902,2019,Midwest,95614.7972,Year,Y,Certified
EZYV02315,Asia,Bachelor's,Y,Y,27199,2019,South,233963.5891,Year,Y,Certified
EZYV02316,Asia,Bachelor's,Y,N,26496,1979,Midwest,104759.7963,Year,Y,Denied
EZYV02317,Asia,High School,N,N,28746,1975,West,222285.3614,Year,Y,Denied
EZYV02318,North America,Doctorate,N,Y,53214,1980,Northeast,148746.8009,Year,Y,Certified
EZYV02319,Asia,Bachelor's,Y,N,42189,2009,South,131126.3432,Year,Y,Certified
EZYV02320,Africa,Bachelor's,Y,N,2076,1975,Midwest,40216.869,Year,Y,Certified
EZYV02321,Asia,High School,Y,N,3507,1992,Northeast,67903.7721,Year,N,Denied
EZYV02322,Asia,Master's,Y,N,1383,1998,West,216818.2608,Year,Y,Certified
EZYV02323,Asia,Master's,Y,N,41459,1981,Midwest,195033.3114,Year,Y,Certified
EZYV02324,Asia,High School,N,N,12359,1988,Northeast,111966.3564,Year,Y,Denied
EZYV02325,Asia,Bachelor's,N,N,23126,1999,Northeast,227273.7341,Year,Y,Certified
EZYV02326,Oceania,Bachelor's,Y,N,49659,2007,South,204830.84,Year,Y,Certified
EZYV02327,Asia,Master's,N,N,7920,1971,Midwest,28198.6664,Month,Y,Certified
EZYV02328,Asia,Doctorate,Y,Y,9205,1990,South,151561.4374,Year,Y,Certified
EZYV02329,Europe,Bachelor's,N,N,4780,1969,Northeast,199751.033,Year,Y,Denied
EZYV02330,Asia,Bachelor's,Y,N,17127,1960,Northeast,202124.3632,Year,Y,Certified
EZYV02331,Europe,Master's,Y,N,5390,1998,South,23017.0262,Year,N,Certified
EZYV02332,Asia,Master's,N,N,37749,1988,South,56307.8701,Hour,Y,Denied
EZYV02333,South America,Bachelor's,Y,N,44210,1975,Northeast,103377.2213,Year,Y,Certified
EZYV02334,Asia,Bachelor's,N,N,11066,1963,Midwest,63057.4474,Year,N,Denied
EZYV02335,Asia,Bachelor's,Y,Y,31466,2016,Northeast,27412.749,Year,Y,Denied
EZYV02336,Europe,Master's,N,Y,18197,2009,Midwest,157274.3473,Year,Y,Certified
EZYV02337,South America,Master's,N,N,4830,2016,Midwest,126966.8682,Year,Y,Certified
EZYV02338,Asia,Master's,Y,N,28022,1966,West,38916.4406,Year,Y,Certified
EZYV02339,Europe,Master's,Y,N,41841,1960,West,146678.2227,Year,Y,Certified
EZYV02340,Asia,Bachelor's,N,N,13698,1973,Northeast,15691.3354,Year,Y,Denied
EZYV02341,Asia,Bachelor's,Y,N,47289,1966,West,95883.6566,Year,Y,Certified
EZYV02342,Asia,High School,Y,N,59544,1987,South,198170.9873,Year,N,Denied
EZYV02343,North America,Master's,N,N,3391,1998,Northeast,222534.3992,Year,Y,Certified
EZYV02344,Asia,Master's,Y,N,9819,1971,West,61459.6113,Year,Y,Certified
EZYV02345,North America,Bachelor's,N,N,17375,1983,Northeast,214905.298,Year,Y,Denied
EZYV02346,Asia,High School,Y,N,50998,1992,Northeast,222961.0935,Year,Y,Certified
EZYV02347,South America,Master's,N,N,8539,1979,West,151799.1997,Year,Y,Certified
EZYV02348,South America,Master's,Y,Y,28213,1987,South,245548.0388,Hour,Y,Certified
EZYV02349,Asia,Master's,Y,N,32250,1995,Northeast,61694.7204,Year,Y,Certified
EZYV02350,Asia,Bachelor's,Y,N,7760,2017,Northeast,17429.7632,Year,Y,Certified
EZYV02351,Asia,Doctorate,N,Y,2534,1978,Northeast,210892.0993,Year,Y,Certified
EZYV02352,South America,Master's,N,N,7122,1965,South,122834.4787,Year,Y,Denied
EZYV02353,Asia,Master's,N,Y,3386,2012,South,86744.179,Year,Y,Denied
EZYV02354,Asia,Master's,Y,N,30025,1994,Northeast,13997.1613,Year,Y,Certified
EZYV02355,Asia,Doctorate,Y,N,56195,1988,West,16343.1948,Year,Y,Certified
EZYV02356,North America,Doctorate,N,N,21220,2003,Island,22860.9694,Year,Y,Certified
EZYV02357,Asia,Master's,N,N,15414,2018,West,46073.9016,Year,Y,Denied
EZYV02358,Asia,Bachelor's,Y,N,14087,1967,South,242606.1509,Year,Y,Certified
EZYV02359,Oceania,Bachelor's,N,N,58881,2011,West,70494.7547,Year,Y,Certified
EZYV02360,Asia,Master's,Y,Y,57536,1998,Midwest,204298.4157,Year,Y,Certified
EZYV02361,South America,Master's,Y,N,38916,1995,Midwest,5049.5623,Year,Y,Certified
EZYV02362,Asia,High School,N,N,27810,2011,Northeast,80589.4023,Hour,Y,Denied
EZYV02363,Asia,Bachelor's,Y,N,9601,1978,Northeast,226566.8698,Year,Y,Certified
EZYV02364,South America,Doctorate,Y,N,55729,2007,Northeast,46423.1876,Hour,Y,Certified
EZYV02365,Europe,Doctorate,Y,N,96,1994,West,71149.0754,Year,Y,Certified
EZYV02366,Europe,Doctorate,N,N,9852,2016,Northeast,206663.4175,Year,Y,Certified
EZYV02367,Asia,Bachelor's,Y,N,40723,1988,Midwest,30523.6433,Hour,Y,Denied
EZYV02368,Asia,Master's,N,N,11020,2003,Northeast,13485.1611,Year,Y,Denied
EZYV02369,Asia,Master's,Y,N,6506,1989,West,241500.9934,Hour,Y,Certified
EZYV02370,Asia,Bachelor's,Y,N,35767,1983,Northeast,101316.9813,Year,Y,Certified
EZYV02371,Asia,Bachelor's,Y,N,1588,1982,South,164536.2432,Year,Y,Certified
EZYV02372,Asia,Doctorate,Y,N,16203,2015,South,31953.5547,Year,Y,Certified
EZYV02373,Asia,High School,Y,N,38569,2010,West,55200.314,Year,Y,Certified
EZYV02374,Asia,Master's,Y,N,11108,1973,South,115103.1934,Year,N,Certified
EZYV02375,Asia,Master's,N,Y,45563,2011,South,168853.2737,Year,Y,Certified
EZYV02376,Asia,Master's,Y,Y,5694,1995,West,73453.3282,Year,Y,Certified
EZYV02377,South America,Bachelor's,N,N,36801,1966,Midwest,221181.511,Year,Y,Denied
EZYV02378,Europe,Master's,N,N,4590,2005,West,195329.7721,Year,Y,Certified
EZYV02379,Asia,Bachelor's,Y,N,43911,1969,West,137979.1611,Year,Y,Certified
EZYV02380,Europe,Master's,Y,N,45193,2012,South,114910.9536,Year,N,Certified
EZYV02381,South America,Bachelor's,Y,N,47692,1987,Midwest,154961.7272,Year,Y,Certified
EZYV02382,Asia,Master's,Y,N,16940,2014,South,182969.459,Year,Y,Certified
EZYV02383,Asia,Master's,Y,N,14189,1988,Midwest,33910.5838,Year,Y,Certified
EZYV02384,Asia,Bachelor's,Y,N,58705,1965,West,213189.8124,Year,N,Denied
EZYV02385,Asia,Bachelor's,Y,N,43773,2006,Northeast,122452.8154,Hour,Y,Denied
EZYV02386,North America,Master's,Y,N,10999,2003,Northeast,233848.9287,Year,Y,Certified
EZYV02387,Oceania,High School,N,N,1765,1978,West,238894.4905,Year,Y,Denied
EZYV02388,Asia,Bachelor's,N,N,21276,1972,West,7873.0619,Year,N,Denied
EZYV02389,North America,Bachelor's,Y,N,39912,2011,West,96243.3477,Year,Y,Certified
EZYV02390,Asia,Doctorate,Y,N,22503,2006,Midwest,131650.6086,Year,N,Certified
EZYV02391,Europe,Master's,N,N,48467,1977,South,134990.9529,Year,Y,Certified
EZYV02392,North America,Bachelor's,Y,N,30016,2002,South,205633.863,Year,Y,Certified
EZYV02393,Asia,Doctorate,Y,N,59477,1974,West,35447.7761,Year,N,Certified
EZYV02394,Asia,Bachelor's,N,N,52240,1970,Northeast,155696.1759,Year,Y,Denied
EZYV02395,Europe,Bachelor's,Y,N,28282,1999,West,235660.7276,Year,Y,Certified
EZYV02396,Oceania,Bachelor's,Y,N,50088,2009,Midwest,249173.4602,Year,Y,Denied
EZYV02397,Asia,Bachelor's,Y,N,26897,2015,Northeast,2719.3681,Year,Y,Certified
EZYV02398,Asia,Bachelor's,N,N,612,1987,Midwest,243147.3073,Year,Y,Certified
EZYV02399,Asia,Master's,N,N,18492,1968,West,30728.0649,Year,Y,Certified
EZYV02400,Europe,High School,N,N,24564,1992,Northeast,134330.2443,Year,Y,Denied
EZYV02401,Europe,Master's,Y,N,58587,2000,Midwest,61743.1784,Year,Y,Certified
EZYV02402,North America,Bachelor's,Y,N,49678,2018,West,151676.4811,Year,Y,Certified
EZYV02403,North America,Bachelor's,N,N,8809,1966,South,9449.2426,Year,Y,Certified
EZYV02404,South America,Bachelor's,N,N,26,1999,Northeast,59735.5036,Hour,Y,Denied
EZYV02405,North America,Master's,N,N,31734,1990,South,75283.7932,Year,Y,Denied
EZYV02406,Asia,Master's,N,N,32025,1995,West,228918.6741,Year,Y,Denied
EZYV02407,Europe,Bachelor's,Y,N,44126,1965,Northeast,145990.6608,Year,Y,Certified
EZYV02408,Asia,Bachelor's,N,N,15579,1961,South,177110.7886,Year,Y,Certified
EZYV02409,Asia,Bachelor's,N,N,48734,1996,Midwest,169068.5928,Year,Y,Denied
EZYV02410,Africa,Master's,N,N,24774,1971,West,98193.6265,Hour,Y,Denied
EZYV02411,Europe,Bachelor's,N,N,20084,1996,West,3702.4629,Year,Y,Certified
EZYV02412,Oceania,Master's,Y,Y,25226,1961,Midwest,26933.7867,Year,Y,Certified
EZYV02413,Asia,Bachelor's,N,N,56670,2008,Northeast,114810.3594,Year,Y,Certified
EZYV02414,Asia,Bachelor's,Y,N,23514,1979,Northeast,235335.4358,Year,N,Denied
EZYV02415,Asia,Master's,Y,N,33641,1987,West,62339.7003,Year,Y,Certified
EZYV02416,Asia,Bachelor's,N,N,53518,1980,South,174640.0162,Year,N,Denied
EZYV02417,Asia,High School,N,N,1111,1985,Northeast,206683.6416,Year,Y,Denied
EZYV02418,Asia,Doctorate,N,N,32194,1991,West,226714.964,Year,Y,Certified
EZYV02419,Asia,Bachelor's,Y,N,42504,1998,Northeast,73512.9057,Year,Y,Certified
EZYV02420,Africa,Bachelor's,Y,N,54226,2001,South,232834.537,Year,Y,Denied
EZYV02421,Asia,Bachelor's,Y,N,3704,2019,West,152073.9687,Year,Y,Certified
EZYV02422,Asia,Bachelor's,N,Y,43608,1970,West,127200.0147,Year,N,Certified
EZYV02423,North America,Master's,N,N,48156,2012,South,194642.4794,Year,Y,Certified
EZYV02424,Asia,High School,N,N,21076,1996,Northeast,59830.4108,Year,Y,Denied
EZYV02425,Africa,Doctorate,Y,Y,44771,1978,Midwest,203182.5418,Hour,Y,Certified
EZYV02426,North America,Master's,Y,N,29621,2015,Midwest,162560.6811,Year,Y,Certified
EZYV02427,Asia,Doctorate,N,N,39490,2002,South,199881.659,Year,Y,Certified
EZYV02428,Europe,Master's,Y,N,23400,1971,Northeast,213959.4043,Year,Y,Certified
EZYV02429,Europe,Doctorate,N,Y,10643,1970,West,154413.3913,Year,Y,Certified
EZYV02430,North America,Master's,N,N,49717,1999,South,9376.43,Year,Y,Denied
EZYV02431,South America,Bachelor's,Y,N,12998,2003,Northeast,74577.3655,Year,Y,Certified
EZYV02432,North America,Bachelor's,Y,Y,11268,1962,Northeast,219529.3323,Year,N,Certified
EZYV02433,Europe,Master's,N,N,53166,1997,Northeast,156813.7364,Hour,Y,Certified
EZYV02434,Asia,Bachelor's,N,N,56185,1991,South,222536.0794,Year,Y,Denied
EZYV02435,Europe,Master's,N,N,36565,2018,South,96255.2198,Year,N,Certified
EZYV02436,Africa,High School,N,N,34831,2004,Midwest,126280.9185,Year,Y,Denied
EZYV02437,Europe,Master's,Y,N,21657,2014,South,215675.5921,Year,Y,Certified
EZYV02438,Europe,Bachelor's,N,N,36711,1962,South,190555.4332,Year,Y,Denied
EZYV02439,Asia,Doctorate,N,N,36559,2005,Northeast,94499.7826,Year,N,Certified
EZYV02440,North America,Bachelor's,Y,N,31015,1980,Midwest,5853.0455,Year,Y,Certified
EZYV02441,Oceania,Bachelor's,N,N,39313,1993,Northeast,220108.8229,Year,Y,Denied
EZYV02442,Asia,Master's,Y,N,33276,2012,Northeast,196631.9403,Year,Y,Certified
EZYV02443,Asia,Master's,Y,N,52755,2012,West,112400.3755,Week,Y,Certified
EZYV02444,Asia,Master's,Y,Y,40065,1973,West,136650.8737,Year,Y,Certified
EZYV02445,Asia,Doctorate,N,N,23121,1974,West,51237.1419,Year,Y,Certified
EZYV02446,Europe,Bachelor's,Y,Y,39307,2003,South,103142.8522,Year,Y,Certified
EZYV02447,Asia,Master's,Y,N,13817,2012,South,40966.2177,Year,N,Certified
EZYV02448,Asia,Bachelor's,N,N,12860,1996,South,52800.2795,Year,Y,Denied
EZYV02449,Europe,Master's,Y,N,49612,1963,West,211623.0994,Year,Y,Certified
EZYV02450,Europe,Bachelor's,N,N,34952,1969,South,90745.6,Year,Y,Certified
EZYV02451,Europe,High School,N,N,3238,2004,South,203717.8861,Year,Y,Denied
EZYV02452,North America,Master's,Y,N,21287,2004,Northeast,118580.186,Year,N,Certified
EZYV02453,Europe,Master's,Y,N,59054,2013,Midwest,17880.2884,Year,Y,Certified
EZYV02454,North America,Bachelor's,N,Y,38227,1991,Northeast,90509.4917,Year,Y,Certified
EZYV02455,Europe,Doctorate,Y,N,52117,1985,Northeast,39736.709,Year,Y,Certified
EZYV02456,Asia,Master's,Y,Y,32876,1966,Midwest,173455.3884,Year,Y,Certified
EZYV02457,Europe,Bachelor's,N,N,2570,2006,West,227866.2329,Year,Y,Denied
EZYV02458,Asia,Master's,N,Y,10793,2016,West,190816.2759,Year,Y,Certified
EZYV02459,Asia,Bachelor's,N,N,5540,1962,West,194653.7146,Year,Y,Denied
EZYV02460,Asia,High School,Y,Y,44088,1989,Northeast,215494.2634,Hour,Y,Certified
EZYV02461,South America,Master's,N,N,45401,1981,West,194210.8298,Year,Y,Certified
EZYV02462,Europe,Bachelor's,N,N,27428,2004,Northeast,142229.5985,Week,Y,Denied
EZYV02463,Asia,Bachelor's,N,N,43470,2005,Midwest,178626.2171,Year,Y,Certified
EZYV02464,Europe,Master's,N,N,33093,1973,Northeast,104105.4975,Year,N,Certified
EZYV02465,Asia,High School,N,N,44392,2017,West,17882.8364,Year,Y,Denied
EZYV02466,North America,Master's,Y,N,40363,1968,South,176453.8329,Year,Y,Certified
EZYV02467,South America,Master's,Y,N,27344,2006,Northeast,180470.9088,Year,Y,Certified
EZYV02468,Europe,Bachelor's,Y,N,39177,2004,South,56085.9031,Year,Y,Certified
EZYV02469,Europe,Master's,Y,N,19126,1969,West,238494.6026,Year,Y,Certified
EZYV02470,Asia,High School,Y,N,44939,2000,Northeast,13317.3559,Year,Y,Denied
EZYV02471,Asia,Master's,Y,N,54820,1976,Midwest,184042.5703,Year,Y,Certified
EZYV02472,South America,High School,N,N,12417,1976,South,242125.9015,Year,N,Denied
EZYV02473,North America,Doctorate,Y,Y,40027,1965,West,77425.6145,Month,Y,Certified
EZYV02474,Asia,Bachelor's,Y,Y,6636,2004,West,228133.8614,Hour,Y,Certified
EZYV02475,Asia,Master's,Y,Y,22659,2008,South,206643.7761,Year,Y,Certified
EZYV02476,Asia,Bachelor's,Y,Y,40155,1990,West,186078.5444,Year,Y,Certified
EZYV02477,Asia,Bachelor's,N,N,16655,2006,West,238457.1336,Year,Y,Certified
EZYV02478,Asia,Bachelor's,Y,N,14170,1980,West,163583.4573,Year,Y,Certified
EZYV02479,Asia,Master's,Y,N,23042,1993,South,123821.187,Year,Y,Certified
EZYV02480,Africa,Doctorate,N,N,6889,2007,West,168985.1192,Year,N,Denied
EZYV02481,Asia,High School,Y,N,37532,1985,South,103073.5834,Year,Y,Denied
EZYV02482,Asia,High School,Y,N,7887,1997,Northeast,81356.8159,Year,Y,Denied
EZYV02483,Asia,Bachelor's,N,N,19999,1968,Northeast,20744.9571,Hour,Y,Certified
EZYV02484,Asia,Bachelor's,Y,N,18778,1990,West,94626.5429,Year,Y,Certified
EZYV02485,North America,Doctorate,N,N,58073,2011,Midwest,200838.1256,Year,Y,Certified
EZYV02486,Asia,Doctorate,N,N,59507,2006,Northeast,236369.8599,Year,Y,Certified
EZYV02487,North America,Doctorate,N,N,4772,1978,South,243792.899,Year,Y,Certified
EZYV02488,North America,Bachelor's,Y,N,9448,1992,Northeast,51790.1626,Year,Y,Certified
EZYV02489,Asia,Bachelor's,N,N,43935,1997,West,142943.6541,Year,Y,Denied
EZYV02490,Europe,Master's,N,N,17922,2016,West,144021.89,Year,Y,Denied
EZYV02491,Africa,Bachelor's,Y,Y,38651,2009,West,44176.6766,Year,Y,Certified
EZYV02492,Asia,Master's,N,Y,55245,2009,West,145490.7251,Year,Y,Denied
EZYV02493,Asia,Bachelor's,Y,Y,9783,2005,West,90818.1575,Year,Y,Certified
EZYV02494,Africa,Bachelor's,N,N,57799,1981,Northeast,235613.1277,Week,Y,Denied
EZYV02495,South America,Master's,N,N,3163,1982,South,63949.5096,Year,N,Certified
EZYV02496,Asia,Bachelor's,Y,N,13742,1987,Northeast,208773.3066,Year,Y,Certified
EZYV02497,Europe,Doctorate,Y,Y,30461,1985,Midwest,224234.536,Year,Y,Certified
EZYV02498,Asia,Bachelor's,N,N,52828,2017,West,184020.8894,Year,N,Denied
EZYV02499,North America,High School,Y,N,33239,2012,Northeast,53826.384,Year,Y,Certified
EZYV02500,Asia,Bachelor's,Y,N,8347,2013,Northeast,65240.1933,Year,Y,Certified
EZYV02501,Asia,Bachelor's,Y,N,14946,1996,South,242785.2428,Year,Y,Certified
EZYV02502,Europe,Master's,N,N,45695,1971,Midwest,19142.1007,Year,Y,Certified
EZYV02503,Africa,Bachelor's,Y,N,33701,1968,Northeast,29448.0596,Year,Y,Certified
EZYV02504,South America,Master's,N,N,795,1976,West,244646.7196,Year,Y,Certified
EZYV02505,Asia,Master's,N,N,30101,1999,South,194268.3146,Hour,Y,Certified
EZYV02506,Asia,Bachelor's,Y,N,24406,1981,West,186646.686,Year,N,Certified
EZYV02507,Africa,Bachelor's,Y,N,49,1999,West,40219.8987,Year,Y,Certified
EZYV02508,Africa,Bachelor's,Y,Y,14851,2012,Northeast,122336.9201,Year,Y,Certified
EZYV02509,Asia,Master's,N,N,56121,1980,West,210222.4981,Year,Y,Denied
EZYV02510,Europe,Master's,N,N,42244,2015,Northeast,82351.9012,Year,Y,Denied
EZYV02511,Asia,Bachelor's,Y,N,4261,1990,Midwest,48352.7301,Year,Y,Denied
EZYV02512,Asia,Master's,Y,N,978,2008,Northeast,2934.1404,Year,Y,Certified
EZYV02513,Asia,Bachelor's,Y,N,20766,1963,West,155711.1127,Year,Y,Certified
EZYV02514,Asia,Bachelor's,N,N,27902,1976,South,73593.8155,Year,Y,Certified
EZYV02515,Asia,Bachelor's,Y,N,27216,2015,West,215945.3722,Year,N,Certified
EZYV02516,South America,Doctorate,Y,N,41808,2013,Northeast,71022.8181,Year,Y,Certified
EZYV02517,Asia,Bachelor's,N,N,10414,1994,West,38063.6379,Year,Y,Denied
EZYV02518,Asia,Bachelor's,Y,N,2816,1961,Northeast,240119.7885,Year,Y,Denied
EZYV02519,Asia,Bachelor's,Y,N,40365,1963,South,241201.2977,Year,N,Denied
EZYV02520,Asia,Master's,Y,N,53845,1985,Midwest,171318.9523,Year,Y,Denied
EZYV02521,Asia,Bachelor's,N,N,10076,2013,South,232110.7485,Year,Y,Denied
EZYV02522,Europe,Bachelor's,Y,Y,21681,1982,South,40626.0286,Year,Y,Certified
EZYV02523,Asia,Bachelor's,N,N,37604,2013,West,115193.1468,Year,Y,Certified
EZYV02524,Europe,Master's,Y,Y,9928,1992,South,51198.891,Year,Y,Certified
EZYV02525,Africa,Bachelor's,Y,N,51599,1968,Midwest,119800.0579,Hour,Y,Denied
EZYV02526,Asia,Doctorate,N,N,13539,1993,South,197836.2641,Year,Y,Certified
EZYV02527,Africa,Bachelor's,N,Y,31962,1981,Midwest,211262.9762,Year,Y,Denied
EZYV02528,Africa,Bachelor's,N,N,20344,1973,Midwest,1240.2657,Year,Y,Certified
EZYV02529,South America,Doctorate,N,N,40049,2000,South,97497.9485,Year,Y,Certified
EZYV02530,Europe,Master's,Y,N,11914,1972,South,248518.358,Year,Y,Certified
EZYV02531,Europe,Bachelor's,N,N,5907,2014,West,147410.8775,Year,Y,Certified
EZYV02532,Europe,Master's,Y,Y,30642,2008,West,74189.7432,Year,Y,Certified
EZYV02533,Europe,Master's,Y,Y,51915,2006,Northeast,97370.7662,Year,Y,Certified
EZYV02534,Asia,Bachelor's,N,N,37981,1964,Northeast,80776.4239,Year,Y,Certified
EZYV02535,Africa,Master's,N,Y,45339,2017,Northeast,112010.0878,Year,Y,Certified
EZYV02536,Europe,Master's,Y,N,26014,1989,West,111232.7611,Year,Y,Denied
EZYV02537,North America,Bachelor's,Y,N,8420,2003,West,126814.4536,Year,N,Certified
EZYV02538,Asia,Master's,N,N,25630,1971,Northeast,116233.6006,Year,Y,Denied
EZYV02539,Asia,Bachelor's,Y,N,59249,2006,South,129125.1985,Year,Y,Certified
EZYV02540,Asia,High School,Y,N,46905,1979,West,7191.6398,Year,Y,Certified
EZYV02541,Asia,Doctorate,Y,N,42216,2002,Midwest,13795.8387,Hour,Y,Certified
EZYV02542,Asia,Master's,Y,Y,18071,1976,Northeast,92911.7645,Year,Y,Certified
EZYV02543,Asia,Master's,Y,N,35985,2015,South,221258.4027,Year,Y,Certified
EZYV02544,Asia,Master's,N,N,37371,2002,South,197749.9094,Year,Y,Certified
EZYV02545,Asia,Master's,Y,N,39257,1987,West,27716.3797,Year,Y,Certified
EZYV02546,Asia,Bachelor's,Y,N,53576,1987,Northeast,123808.7735,Year,Y,Certified
EZYV02547,Africa,Doctorate,N,N,40899,1960,Northeast,151225.9003,Year,Y,Certified
EZYV02548,Asia,Master's,Y,N,13302,1977,West,120401.0729,Year,Y,Certified
EZYV02549,Asia,Master's,N,N,13305,2007,South,174452.1459,Year,Y,Denied
EZYV02550,Asia,Bachelor's,N,N,37199,2009,Northeast,249316.3369,Year,Y,Certified
EZYV02551,Asia,Bachelor's,N,N,51974,2019,South,24299.2377,Year,Y,Denied
EZYV02552,Asia,High School,N,N,56879,1965,Northeast,128980.4011,Year,Y,Denied
EZYV02553,Europe,Bachelor's,N,N,36585,1975,South,128190.3914,Year,N,Denied
EZYV02554,Africa,Bachelor's,N,Y,31794,2005,South,140682.2237,Year,Y,Certified
EZYV02555,Asia,Master's,N,N,48963,1981,Northeast,41908.4705,Year,Y,Certified
EZYV02556,Europe,Master's,Y,N,58614,1974,Northeast,159661.7762,Hour,Y,Certified
EZYV02557,Asia,Bachelor's,N,N,1686,1976,Midwest,11276.3625,Year,Y,Certified
EZYV02558,Asia,Bachelor's,N,N,18613,2015,Midwest,185332.647,Year,Y,Denied
EZYV02559,Asia,Master's,Y,N,20041,2011,Northeast,165857.2495,Year,Y,Certified
EZYV02560,Asia,Bachelor's,N,N,33864,1960,West,82739.8324,Year,Y,Certified
EZYV02561,Europe,Doctorate,Y,N,17703,2010,Northeast,247249.5424,Year,N,Certified
EZYV02562,Europe,Bachelor's,Y,N,18672,1993,Midwest,207228.84,Year,Y,Certified
EZYV02563,North America,Bachelor's,N,N,1479,2010,Midwest,134976.0016,Year,Y,Denied
EZYV02564,Asia,Bachelor's,Y,N,238,1997,West,247629.5004,Year,Y,Denied
EZYV02565,Europe,Doctorate,Y,N,27007,2001,West,207556.6428,Year,Y,Certified
EZYV02566,Asia,Bachelor's,Y,N,59838,1994,South,34666.7246,Year,Y,Certified
EZYV02567,Asia,Master's,N,N,17748,2004,Northeast,147846.9389,Year,Y,Certified
EZYV02568,Asia,Bachelor's,Y,N,14415,2008,South,145298.2376,Year,N,Certified
EZYV02569,Europe,Bachelor's,N,N,15877,1990,Northeast,163305.7039,Year,Y,Certified
EZYV02570,Oceania,Master's,N,N,58386,1966,West,235200.9966,Year,Y,Certified
EZYV02571,Asia,Bachelor's,N,N,39835,1965,South,123109.5719,Week,Y,Certified
EZYV02572,Europe,High School,N,N,39187,1984,Northeast,19529.8896,Year,Y,Denied
EZYV02573,North America,Master's,N,N,11374,1988,West,119936.9739,Year,Y,Denied
EZYV02574,South America,Master's,Y,N,54237,2011,West,196991.0379,Year,Y,Certified
EZYV02575,Asia,Bachelor's,N,N,11814,1961,West,89780.4719,Year,Y,Certified
EZYV02576,Europe,Bachelor's,Y,Y,58032,2013,South,6970.8055,Year,Y,Certified
EZYV02577,Europe,Doctorate,Y,N,57147,1963,Midwest,75950.1568,Year,Y,Certified
EZYV02578,South America,Master's,Y,N,34076,1989,Northeast,170601.0562,Year,Y,Certified
EZYV02579,Asia,Master's,N,N,52092,1985,West,21685.1551,Year,Y,Certified
EZYV02580,Africa,Master's,Y,N,59981,1993,South,94116.0092,Year,Y,Certified
EZYV02581,Asia,Master's,N,N,34827,1962,Northeast,33456.0826,Year,N,Denied
EZYV02582,South America,Bachelor's,Y,N,46043,2005,Midwest,119086.9622,Year,Y,Certified
EZYV02583,Asia,Bachelor's,Y,N,35445,1968,South,35550.0702,Year,Y,Certified
EZYV02584,Asia,Master's,Y,N,31436,2006,South,27437.4364,Year,Y,Certified
EZYV02585,Asia,Master's,N,N,20091,1994,Northeast,174510.1382,Year,Y,Denied
EZYV02586,Asia,Doctorate,Y,N,39301,2013,Island,39668.7968,Year,Y,Certified
EZYV02587,Asia,Master's,Y,N,16047,2018,Midwest,38867.9895,Year,Y,Certified
EZYV02588,Asia,Bachelor's,Y,N,11668,2010,Northeast,148211.29,Year,Y,Certified
EZYV02589,Asia,Bachelor's,Y,Y,16537,1987,West,11089.7341,Year,Y,Denied
EZYV02590,Asia,Master's,N,N,676,1984,Northeast,8441.5587,Year,N,Certified
EZYV02591,North America,Bachelor's,Y,N,56032,1999,West,107975.278,Year,Y,Certified
EZYV02592,South America,Master's,Y,N,15418,1998,South,91400.8517,Year,Y,Certified
EZYV02593,Europe,Master's,N,N,47999,2007,Northeast,136245.9267,Year,N,Certified
